controllers/analytics.controller.ts(18,51): error TS18046: 'err' is of type 'unknown'.
services/analytics.service.ts(12,21): error TS2339: Property 'SaleDate' does not exist on type '{}'.
services/analytics.service.ts(16,13): error TS2339: Property 'SaleDate' does not exist on type '{}'.
services/analytics.service.ts(24,11): error TS2339: Property 'Sale' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(61,11): error TS2339: Property 'Sale' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(81,22): error TS7006: Parameter 'r' implicitly has an 'any' type.
services/analytics.service.ts(101,20): error TS7006: Parameter 'r' implicitly has an 'any' type.
services/analytics.service.ts(109,11): error TS2339: Property 'SaleDetail' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(109,23): error TS2339: Property 'Product' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(127,28): error TS2339: Property 'from' does not exist on type '{ limit: any; }'.
services/analytics.service.ts(131,20): error TS2339: Property 'to' does not exist on type '{ limit: any; }'.
services/analytics.service.ts(136,26): error TS2339: Property 'QueryTypes' does not exist on type 'Sequelize'.
services/analytics.service.ts(155,20): error TS7006: Parameter 'r' implicitly has an 'any' type.
services/analytics.service.ts(164,11): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(164,23): error TS2339: Property 'Product' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(176,32): error TS7006: Parameter 'r' implicitly has an 'any' type.
services/analytics.service.ts(183,36): error TS7006: Parameter 'acc' implicitly has an 'any' type.
services/analytics.service.ts(183,41): error TS7006: Parameter 'p' implicitly has an 'any' type.
services/analytics.service.ts(188,30): error TS7006: Parameter 'r' implicitly has an 'any' type.
services/analytics.service.ts(194,37): error TS7006: Parameter 'c' implicitly has an 'any' type.
services/analytics.service.ts(200,18): error TS7006: Parameter 'a' implicitly has an 'any' type.
services/analytics.service.ts(200,21): error TS7006: Parameter 'b' implicitly has an 'any' type.
services/analytics.service.ts(202,40): error TS7006: Parameter 'f' implicitly has an 'any' type.
services/analytics.service.ts(211,11): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(224,11): error TS2339: Property 'Sale' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(224,17): error TS2339: Property 'Customer' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(242,33): error TS7006: Parameter 'r' implicitly has an 'any' type.
services/analytics.service.ts(250,37): error TS7006: Parameter 'acc' implicitly has an 'any' type.
services/analytics.service.ts(250,42): error TS7006: Parameter 'c' implicitly has an 'any' type.
services/analytics.service.ts(256,20): error TS7006: Parameter 'r' implicitly has an 'any' type.
services/analytics.service.ts(272,11): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(272,23): error TS2339: Property 'Product' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/analytics.service.ts(291,20): error TS7006: Parameter 'r' implicitly has an 'any' type.
services/auth.service.ts(2,9): error TS2339: Property 'User' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/auth.service.ts(20,21): error TS2769: No overload matches this call.
  Overload 1 of 5, '(payload: string | object | Buffer<ArrayBufferLike>, secretOrPrivateKey: null, options?: (SignOptions & { algorithm: "none"; }) | undefined): string', gave the following error.
    Argument of type 'string' is not assignable to parameter of type 'null'.
  Overload 2 of 5, '(payload: string | object | Buffer<ArrayBufferLike>, secretOrPrivateKey: Buffer<ArrayBufferLike> | Secret | PrivateKeyInput | JsonWebKeyInput, options?: SignOptions | undefined): string', gave the following error.
    Type 'string' is not assignable to type 'number | StringValue | undefined'.
  Overload 3 of 5, '(payload: string | object | Buffer<ArrayBufferLike>, secretOrPrivateKey: Buffer<ArrayBufferLike> | Secret | PrivateKeyInput | JsonWebKeyInput, callback: SignCallback): void', gave the following error.
    Object literal may only specify known properties, and 'expiresIn' does not exist in type 'SignCallback'.
services/auth.service.ts(51,19): error TS2339: Property 'Username' does not exist on type '{}'.
services/auth.service.ts(52,17): error TS2339: Property 'username' does not exist on type '{}'.
services/auth.service.ts(56,19): error TS2339: Property 'FullName' does not exist on type '{}'.
services/auth.service.ts(57,17): error TS2339: Property 'fullName' does not exist on type '{}'.
services/auth.service.ts(68,19): error TS2339: Property 'PasswordHash' does not exist on type '{}'.
services/auth.service.ts(69,17): error TS2339: Property 'password' does not exist on type '{}'.
services/category.service.ts(2,9): error TS2339: Property 'Category' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/crm.service.ts(2,9): error TS2339: Property 'Customer' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/inventory.service.ts(6,9): error TS2339: Property 'Product' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/inventory.service.ts(6,18): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/inventory.service.ts(6,30): error TS2339: Property 'PurchaseOrder' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/inventory.service.ts(6,45): error TS2339: Property 'POrderDetail' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/inventory.service.ts(6,59): error TS2339: Property 'Supplier' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/inventory.service.ts(127,39): error TS7006: Parameter 'd' implicitly has an 'any' type.
services/inventory.service.ts(233,36): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/inventory.service.ts(242,10): error TS7006: Parameter 'acc' implicitly has an 'any' type.
services/inventory.service.ts(242,15): error TS7006: Parameter 'batch' implicitly has an 'any' type.
services/inventory.service.ts(398,26): error TS7006: Parameter 'b' implicitly has an 'any' type.
services/porderDetail.service.ts(2,9): error TS2339: Property 'POrderDetail' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/porderDetail.service.ts(2,23): error TS2339: Property 'PurchaseOrder' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/porderDetail.service.ts(140,35): error TS7006: Parameter 'd' implicitly has an 'any' type.
services/porderDetail.service.ts(143,23): error TS7006: Parameter 's' implicitly has an 'any' type.
services/porderDetail.service.ts(148,28): error TS7006: Parameter 's' implicitly has an 'any' type.
services/porderDetail.service.ts(153,28): error TS7006: Parameter 's' implicitly has an 'any' type.
services/porderDetail.service.ts(158,27): error TS7006: Parameter 's' implicitly has an 'any' type.
services/porderDetail.service.ts(168,28): error TS7006: Parameter 's' implicitly has an 'any' type.
services/procurement.service.ts(2,9): error TS2339: Property 'Supplier' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/procurement.service.ts(43,19): error TS2339: Property 'SupplierName' does not exist on type '{}'.
services/procurement.service.ts(44,17): error TS2339: Property 'SupplierName' does not exist on type '{}'.
services/procurement.service.ts(51,19): error TS2339: Property 'ContactNumber' does not exist on type '{}'.
services/procurement.service.ts(52,17): error TS2339: Property 'ContactNumber' does not exist on type '{}'.
services/product.service.ts(2,9): error TS2339: Property 'Product' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/product.service.ts(2,18): error TS2339: Property 'Category' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/product.service.ts(2,28): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(16,11): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(40,11): error TS2339: Property 'Sale' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(40,17): error TS2339: Property 'SaleDetail' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(40,29): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(40,41): error TS2339: Property 'Product' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(40,50): error TS2339: Property 'Customer' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(71,31): error TS2339: Property 'Customer' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(201,23): error TS2323: Cannot redeclare exported variable 'getAllSales'.
services/sales.service.ts(201,23): error TS2393: Duplicate function implementation.
services/sales.service.ts(208,11): error TS2339: Property 'Sale' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(208,17): error TS2339: Property 'SaleDetail' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(208,29): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(213,27): error TS2339: Property 'Status' does not exist on type '{}'.
services/sales.service.ts(224,13): error TS2339: Property 'include' does not exist on type '{ where: {}; order: string[][]; limit: any; offset: number; transaction: any; }'.
services/sales.service.ts(244,11): error TS2339: Property 'Sale' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(244,17): error TS2339: Property 'SaleDetail' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(244,29): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(258,23): error TS2323: Cannot redeclare exported variable 'getAllSales'.
services/sales.service.ts(258,23): error TS2393: Duplicate function implementation.
services/sales.service.ts(265,11): error TS2339: Property 'Sale' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(265,17): error TS2339: Property 'SaleDetail' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(265,29): error TS2339: Property 'StockBatch' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
services/sales.service.ts(270,27): error TS2339: Property 'Status' does not exist on type '{}'.
services/sales.service.ts(281,13): error TS2339: Property 'include' does not exist on type '{ where: {}; order: string[][]; limit: any; offset: number; transaction: any; }'.
services/sales.service.ts(300,11): error TS2339: Property 'Sale' does not exist on type '{ sequelize: Sequelize; DataTypes: typeof import("C:/Projects/Web Application Development/Javascript Frameworks/Fullstack Frameworks/ReactJS + ExpressJS/ReactJS + ExpressJS +MySQL/RetailSphere/RetailSphere--Super-Market-ERP-System-Web-App/Super Market ERP Backend/node_modules/sequelize/types/data-types"); }'.
